,author_name,quotes,char_length,keyword
43,Criss Jami,"The older you get, the more you understand how your conscience works.",69,Dreams
44,Zig Ziglar,Some of us learn from other people's mistakes and the rest of us have to be other people.  ,91,Dreams
45,Napoleon Hill,No one ever is defeated until defeat has been accepted as a reality.,68,Dreams
46,Chinese Proverb,Teachers open the door. You enter by yourself. ,47,Dreams
47,Elbert Hubbard,One machine can do the work of fifty ordinary men. No machine can do the work of one extraordinary man.,103,Dreams
48,Charles Dickens,Change begets change. Nothing propagates so fast.,49,Dreams
49,Mary Engelbreit,Don't ever save anything for a special occasion. Being alive is the special occasion.,85,Dreams
0,Lao Tzu,A man with outward courage dares to die: a man with inner courage dares to live.,80,Excellence
1,Ronald Reagan,Many a man has failed because he had his wishbone where his backbone should have been.,86,Excellence
2,Publilius Syrus,Debt is the slavery of the free.,32,Excellence
3,Carlos Ruiz Zafon,"People tend to complicate their own lives, as if living weren't already complicated enough.",91,Excellence
4,Eleanor Roosevelt,With the new day comes new strength and new thoughts.,53,Excellence
5,Albert Einstein,"If you can't explain it simply, you don't understand it well enough.",68,Excellence
6,Jim Rohn,Discipline is the bridge between goals and accomplishment.,58,Excellence
7,Thomas Edison,Many of life's failures are people who did not realize how close they were to success when they gave up.,104,Excellence
8,Oprah Winfrey,Surround yourself with only people who are going to lift you higher. ,69,Excellence
9,Albus Dumbledore,"It's the unknown we fear when we look upon death and darkness, nothing more.",76,Excellence
10,Criss Jami,"If ever you feel like an animal among men, be a lion.",53,Excellence
11,Gary Keller,Success is built sequentially. It's one thing at a time.,56,Excellence
12,Woody Allen,"If you're not failing every now and again, it's a sign you're not doing anything very innovative.",97,Excellence
13,Sun Tzu,"Victorious warriors win first and then go to war, while defeated warriors go to war first and then seek to win.",111,Excellence
14,Ming-Dao Deng,We create the world and ourselves;,34,Excellence
15,John Wooden,"Consider the rights of others before your own feelings, and the feelings of others before your own rights.",106,Excellence
16,Kahlil Gibran,"It takes a minute to have a crush on someone, an hour to like someone, and a day to love someone... but it takes a lifetime to forget someone.",142,Excellence
17,Lao Tzu,"To lead the people, walk behind them.",37,Excellence
18,Hans Christian Andersen,"Nothing is too high for a man to reach, but he must climb with care and confidence",82,Excellence
19,Rumi,Your heart is the size of an ocean. Go find yourself in its hidden depths.,74,Excellence
20,Maxime Lagace,"If you focus on results and finding shortcuts, you'll get impatient. If you focus on the process and doing the right thing, you'll be unstoppable.",146,Excellence
21,Emily Dickinson,We turn not older with years but newer every day.,49,Excellence
22,Simon Sinek,"If you want to feel happy, do something for yourself. If you want to feel fulfilled, do something for someone else.",115,Excellence
23,Mary Engelbreit,Life's too mysterious to take too serious.,42,Excellence
24,Vincent van Gogh,Those who dream by day are cognizant of many things which escape those who dream only by night.,95,Excellence
25,Napoleon Hill,Success comes to those who become success conscious.,52,Excellence
26,Criss Jami,To share your weakness is to make yourself vulnerable; to make yourself vulnerable is to show your strength.,108,Excellence
27,Richard Bach,"Every person, all the events of your life are there because you have drawn them there. What you choose to do with them is up to you.",132,Excellence
28,James Allen,The outer conditions of a person's life will always be found to reflect their inner beliefs.,92,Excellence
29,Bruce Lee,"The successful warrior is the average man, with laser-like focus.",65,Excellence
30,Beverly Sills,In youth we run into difficulties. In old age difficulties run into us. ,72,Excellence
31,Les Brown,We have to live life with a sense of urgency so not a minute is wasted.,71,Excellence
32,Norman Vincent Peale,Imagination is the true magic carpet.,37,Excellence
33,Albert Einstein,"Try not to become a man of success, but rather try to become a man of value.",76,Excellence
34,Albert Einstein,Creativity is intelligence having fun.,38,Excellence
35,Robert Collier,"Success is the sum of small efforts, repeated day in and day out.",65,Excellence
36,Elon Musk,"One of the really tough things is figuring out what questions to ask. Once you figure out the question, then the answer is relatively easy.",139,Excellence
37,Barack Obama,"Our stories may be singular, but our destination is shared.",59,Excellence
38,Elbert Hubbard,One machine can do the work of fifty ordinary men. No machine can do the work of one extraordinary man.,103,Excellence
39,Kamal Ravikant,"Life is from the inside out. When you shift on the inside, life shifts on the outside.",86,Excellence
40,Virginia Woolf,The eyes of others our prisons; their thoughts our cages.,57,Excellence
41,Zig Ziglar,"Rich people have small TVs and big libraries, and poor people have small libraries and big TVs.",95,Excellence
42,Jack London,Intelligent men are cruel. Stupid men are monstrously cruel.,60,Excellence
43,Jonathan Swift,Words are the clothing of our thoughts.,39,Excellence
44,Ralph Marston,"Happiness is a choice, not a result. Nothing will make you happy until you choose to be happy.",94,Excellence
45,Jack Kerouac,"Rest and be kind, you don't have to prove anything.",51,Excellence
46,Paramahansa Yogananda,Change yourself and you have done your part in changing the world.,66,Excellence
47,Steve Jobs,Have the courage to follow your heart and intuition. They somehow know what you truly want to become.,101,Excellence
48,John Locke,"New opinions are always suspected, and usually opposed, without any other reason but because they are not common.",113,Excellence
49,J.R.R. Tolkien,The wise speak only of what they know.,38,Excellence
0,Eleanor Roosevelt,"You have to accept whatever comes, and the only important thing is that you meet it with the best you have to give.",115,Failure
1,Leo Tolstoy,Is it really possible to tell someone else what one feels?,58,Failure
2,W. Clement Stone,"Truth will always be truth, regardless of lack of understanding, disbelief or ignorance. ",89,Failure
3,Eleanor Roosevelt,I am who I am today because of the choices I made yesterday.,60,Failure
4,George Bernard Shaw,"Beware of false knowledge, it is more dangerous than ignorance.",63,Failure
5,Maxime Lagace,"If you focus on results and finding shortcuts, you'll get impatient. If you focus on the process and doing the right thing, you'll be unstoppable.",146,Failure
6,Abraham Lincoln,"I would rather be a little nobody, then to be an evil somebody.",63,Failure
7,Confucius,Never do to others what you would not like them to do to you. ,62,Failure
8,Eleanor Roosevelt,Do what you feel in your heart to be right ? for you'll be criticized anyway.,77,Failure
9,Kahlil Gibran,Life without love is like a tree without blossoms or fruit.,59,Failure
10,Elbert Hubbard,The greatest mistake you can make in life is to be continually fearing you will make one.,89,Failure
11,James Allen,"As a man thinketh in his heart, so shall he be.",47,Failure
12,Wayne Dyer,I would rather be hated for who I am than loved for who I'm not.  ,66,Failure
13,Plato,The most virtuous are those who content themselves with being virtuous without seeking to appear so.,100,Failure
14,Walt Whitman,"The truth is simple. If it was complicated, everyone would understand it.",73,Failure
15,Criss Jami,"If you build the guts to do something, anything, then you better save enough to face the consequences.",102,Failure
16,Marcus Aurelius,Waste no more time arguing about what a good man should be. Be one.,67,Failure
17,Alan Watts,"The only way to make sense out of change is to plunge into it, move with it, and join the dance.",96,Failure
18,Shunryu Suzuki,Life is like stepping onto a boat which is about to sail out to sea and sink.,77,Failure
19,Morgan Wootten,Leadership starts at the top.,29,Failure
20,Hans Christian Andersen,Enjoy life. There's plenty of time to be dead.,46,Failure
21,A.A. Milne,One of the advantages of being disorganized is that one is always having surprising discoveries.,96,Failure
22,Virginia Woolf,"I thought how unpleasant it is to be locked out; and I thought how it is worse, perhaps, to be locked in.",105,Failure
23,Samuel Butler,Life is one long process of getting tired.,42,Failure
24,Ming-Dao Deng,"Help others for all the times that you have been ignored. Be kind to others, for all the times that you have been scorned.",122,Failure
25,St. Jerome,The friendship that can cease has never been real. ,51,Failure
26,Mahatma Gandhi,You don't know who is important to you until you actually lose them.,68,Failure
27,Conrad Hilton,Enthusiasm is a vital element toward the individual success of every man or woman.,82,Failure
28,Alexandre Dumas,For all evils there are two remedies - time and silence.,56,Failure
29,Dogen,"A flower falls, even though we love it; and a weed grows, even though we do not love it.",88,Failure
30,Woody Allen,Tradition is the illusion of permanence. ,41,Failure
31,Gary Keller,It is those who concentrate on but one thing at a time who advance in this world.,81,Failure
32,Will Rogers,Don't Let Yesterday Take Up Too Much Of Today.,46,Failure
33,Colin Powell,Always focus on the front windshield and not the rear view mirror.,66,Failure
34,J.R.R. Tolkien,Even the smallest person can change the course of the future.,61,Failure
35,Maxime Lagace,The highest level of wisdom is when you not only accept but love adversity.,75,Failure
36,Nelson Mandela,"It is what we make out of what we have, not what we are given, that separates one person from another.",102,Failure
37,Helen Keller,The only thing worse than being blind is having sight but no vision.,68,Failure
38,Stephen King,"Monsters are real, and ghosts are real too. They live inside us, and sometimes, they win.",89,Failure
39,John D. Rockefeller,Don't be afraid to give up the good to go for the great.,56,Failure
40,Bob Dylan,Some people feel the rain. Others just get wet. ,48,Failure
41,Elbert Hubbard,Reversing your treatment of the man you have wronged is better than asking his forgiveness.,91,Failure
42,George Washington,"The harder the conflict, the greater the triumph. ",50,Failure
43,Thomas Jefferson,"How much pain they have cost us, the evils which have never happened.",69,Failure
44,Criss Jami,Don't change your mind just because people are offended; change your mind if you're wrong.,90,Failure
45,Stephen Hawking,"However difficult life may seem, there is always something you can do and succeed at.",85,Failure
46,Hans Christian Andersen,We cannot expect to be happy always... by experiencing evil as well as good we become wise.,91,Failure
47,Charles Darwin,The very essence of instinct is that it's followed independently of reason.,75,Failure
48,Coco Chanel,Success is often achieved by those who don't know that failure is inevitable.,77,Failure
49,Soyen Shaku,Have the fearless attitude of a hero and the loving heart of a child.,69,Failure
0,Zhuangzi,"To a mind that is still, the entire universe surrenders.",56,Fairness
1,Seungsahn,The Truth is realized in an instant; the Act is practiced step by step.,71,Fairness
2,Mary Engelbreit,Happiness must be grown in one's own garden.,44,Fairness
3,Genghis Khan,an action committed in anger is an action doomed to failure. ,61,Fairness
4,Mary Engelbreit,Bloom where you are planted!,28,Fairness
5,Marcus Aurelius,"You have power over your mind ? not outside events. Realize this, and you will find strength.",93,Fairness
6,Seneca,"We are always complaining that our days are few, and acting as though there would be no end of them.  ",102,Fairness
7,Zig Ziglar,"People often say that motivation doesn't last. Well, neither does bathing - that's why we recommend it daily.",109,Fairness
8,Pema Chodron,Only to the extent that we expose ourselves over and over to annihilation can that which is indestructible in us be found.,122,Fairness
9,Bob Dylan,Some people feel the rain. Others just get wet. ,48,Fairness
10,Zhuangzi,Understanding that rests in what it does not understand is the finest.,70,Fairness
11,Sonia Ricotti,We can choose to look at whatever we want.  We can look at what's wrong in our life or we can look at what's right.,115,Fairness
12,Naval Ravikant,You make your own luck if you stay at it long enough.,53,Fairness
13,Ming-Dao Deng,"The path is difficult to ensure worthiness. The lazy look elsewhere, The persevering find riches.",97,Fairness
14,Betty White,Don't try to be young. Just open your mind. Stay interested in stuff.,69,Fairness
15,Tony Robbins,"For changes to be of any true value, they've got to be lasting and consistent.",78,Fairness
16,Jim Rohn,"When you know what you want, and want it bad enough, you will find a way to get it.",83,Fairness
17,Chinese Proverb,"A clever person turns great troubles into little ones, and little ones into none at all. ",89,Fairness
18,Theodore Roosevelt,"Do what you can, with what you have, where you are.",51,Fairness
19,William James,"When you have to make a choice and don't make it, that is in itself a choice.",77,Fairness
20,Roy T. Bennett,Believe in your infinite potential. Your only limitations are those you set upon yourself.,90,Fairness
21,Kamal Ravikant,Love yourself with the same intensity you would use to pull yourself up if you were hanging off a cliff.,104,Fairness
22,Rita Mae Brown,"Happiness is pretty simple: someone to love, something to do, something to look forward to.",91,Fairness
23,Stephen King,"Monsters are real, and ghosts are real too. They live inside us, and sometimes, they win.",89,Fairness
24,Bruce Lee,"Empty your mind, be formless.",29,Fairness
25,Leo Tolstoy,It's much better to do good in a way that no one knows anything about it.,73,Fairness
26,Emily Dickinson,The heart wants what it wants - or else it does not care.,57,Fairness
27,Albus Dumbledore,"It is our choices that show what we truly are, far more than our abilities.",75,Fairness
28,Dalai Lama,Happiness is not something ready made. It comes from your own actions.,70,Fairness
29,Tony Robbins,The quality of your life is the quality of your relationships.,62,Fairness
30,Dudley Field Malone,I have never in my life learned anything from any man who agreed with me.,73,Fairness
31,Elon Musk,I don't ever give up. I'd have to be dead or completely incapacitated.,70,Fairness
32,Lao Tzu,"Being deeply loved by someone gives you strength, while loving someone deeply gives you courage. ",97,Fairness
33,Roy T. Bennett,"Instead of worrying about what you cannot control, shift your energy to what you can create.",92,Fairness
34,George Eliot,"Our deeds determine us, as much as we determine our deeds.",58,Fairness
35,Meister Eckhart,"If the only prayer you ever say in your entire life is thank you, it will be enough.",84,Fairness
36,Ming-Dao Deng,The wise accomplish all that they want without arousing the envy or scorn of others.,84,Fairness
37,Stephen King,When you are talented you do it whatever it is until your fingers bleed or your eyes are ready to fall out of your head.,120,Fairness
38,James Allen,"Circumstances do not make the man, they reveal him.",51,Fairness
39,Colin Powell,"Surround yourself with people who take their work seriously, but not themselves, those who work hard and play hard.",115,Fairness
40,Mary Engelbreit,"Heal the past, live the present, dream the future.",50,Fairness
41,Johann Wolfgang von Goethe,You can easily judge the character of a man by how he treats those who can do nothing for him.,94,Fairness
42,Robert Frost,"Two roads diverged in a wood, and I took the one less traveled by, and that has made all the difference.",104,Fairness
43,Napoleon Hill,It takes half your life before you discover life is a do-it-yourself project.,77,Fairness
44,Albert Einstein,Imagination is more important than knowledge.,45,Fairness
45,Henry Ford,"The only real security that a man can have in this world is a reserve of knowledge, experience and ability. ",108,Fairness
46,Franklin D. Roosevelt,People acting together as a group can accomplish things which no individual acting alone could ever hope to bring about.,120,Fairness
47,Mae West,"It's not the men in your life that matters, it's the life in your men.",70,Fairness
48,Will Rogers,Nothing makes a man broad-minded like adversity.,48,Fairness
49,Maxime Lagace,"The goal is not to show how great you are to others, but how vulnerable you are to yourself.",92,Fairness
0,Mother Teresa,It's not how much we give but how much love we put into giving.,63,Fear
1,Naval Ravikant,"Study logic and math, because once you've mastered them, you won't fear any book.",81,Fear
2,Steve Jobs,"Your work is going to fill a large part of your life, and the only way to be truly satisfied is to do what you believe is great work. ",134,Fear
3,Robert Frost,The only way round is through.,30,Fear
4,Joan Rivers,"Reading should be a pleasure, not a chore.",42,Fear
5,Jim Rohn,Don't spend major time on minor things.,39,Fear
6,Richard Bach,"The more I want to get something done, the less I call it work.",63,Fear
7,Zen Proverb,"If you've made a mistake, it's better just to laugh at it.",58,Fear
8,Plato,The most virtuous are those who content themselves with being virtuous without seeking to appear so.,100,Fear
9,Leo Tolstoy,Respect was invented to cover the empty place where love should be.,67,Fear
10,Wayne Dyer,"It's easy to be a critic, but being a doer requires effort, risk, and change.  ",79,Fear
11,Earl Nightingale,"All you need is the plan, the road map, and the courage to press on to your destination.",88,Fear
12,Sun Tzu,Strategy without tactics is the slowest route to victory. Tactics without strategy is the noise before defeat.,110,Fear
13,Publilius Syrus,He who violates another's honor loses his own.,46,Fear
14,Sathya Sai Baba,"Start the day with love, spend the day with love, fill the day with love and end the day with love.",99,Fear
15,John Wooden,Don't let making a living prevent you from making a life.,57,Fear
16,Charles Swindoll,We are all faced with a series of great opportunities brilliantly disguised as impossible situations. ,102,Fear
17,Steve Maraboli,"It only takes a split second to smile and forget, yet to someone that needed it, it can last a lifetime.",104,Fear
18,Zhuangzi,Happiness is the absence of the striving for happiness.,55,Fear
19,Doug Ivester,Never let your memories be greater than your dreams.,52,Fear
20,Eckhart Tolle,Acknowledging the good that you already have in your life is the foundation for all abundance.,94,Fear
21,Napoleon Hill,Deliberately seek the company of people who influence you to think and act on building the life you desire.,107,Fear
22,Yoko Ono,"Each time we don't say what we wanna say, we're dying.",54,Fear
23,Isaac Newton,"What we know is a drop, what we don't know is an ocean. ",56,Fear
24,Ming-Dao Deng,Make your stand today. On this spot. On this day.,49,Fear
25,Mark Twain,"Whenever you find yourself on the side of the majority, it is time to reform.",77,Fear
26,Sigmund Freud,Being entirely honest with oneself is a good exercise.,54,Fear
27,Yoko Ono,"You may think I'm small, but I have a universe inside my mind.",62,Fear
28,Wayne Dyer,How people treat you is their karma; how you react is yours. ,61,Fear
29,Dale Carnegie,Don't be afraid of enemies who attack you. Be afraid of the friends who flatter you.,84,Fear
30,Osho,Life begins where fear ends.,28,Fear
31,Jack Kerouac,"Rest and be kind, you don't have to prove anything.",51,Fear
32,"Martin Luther King, Jr.",The time is always right to do what is right.,45,Fear
33,Orison Swett Marden,All men who have achieved great things have been great dreamers. ,65,Fear
34,Eckhart Tolle,Be the silent watcher of your thoughts and behavior. You are beneath the thinker.,81,Fear
35,Theodore Roosevelt,"Nothing in this world is worth having or worth doing unless it means effort, pain, difficulty.",94,Fear
36,Toni Morrison,You are your best thing.,24,Fear
37,Colin Powell,Always focus on the front windshield and not the rear view mirror.,66,Fear
38,Marcus Aurelius,The best answer to anger is silence.,36,Fear
39,Earl Nightingale,Success is not the result of making money; making money is the result of success - and success is in direct proportion to our service.,134,Fear
40,Margaret Mead,I learned the value of hard work by working hard. ,50,Fear
41,Alexandre Dumas,"Often we pass beside happiness without seeing it, without looking at it, or even if we have seen and looked at it, without recognizing it.",138,Fear
42,Jon Kabat-Zinn,Patience is a form of wisdom. It demonstrates that we understand and accept the fact that sometimes things must unfold in their own time.,137,Fear
43,Earl Nightingale,We tend to live up to our expectations.,39,Fear
44,Jim Rohn,Success is nothing more than a few simple disciplines practiced every day.,74,Fear
45,Gurbaksh Chahal,Inspire yourself to be great. Being good isn't good enough.,59,Fear
46,Kenneth Branagh,Friendship is one of the most tangible things in a world which offers fewer and fewer supports.,95,Fear
47,J.R.R. Tolkien,All we have to decide is what to do with the time that is given to us.,70,Fear
48,Pema Chodron,"To be fully alive, fully human, and completely awake is to be continually thrown out of the nest.",97,Fear
49,Ayn Rand,Live and act within the limit of your knowledge and keep expanding it to the limit of your life.,96,Fear
0,Billie Jean King,Don't let anyone define you. You define yourself.,49,Forgiveness
1,Oscar Wilde,"There is only one thing in the world worse than being talked about, and that is not being talked about. ",104,Forgiveness
2,Zig Ziglar,"If you aim at nothing, you will hit it every time.  ",52,Forgiveness
3,Brian Tracy,Whatever you believe with feeling becomes your reality. ,56,Forgiveness
4,Charles Darwin,"If the misery of the poor be caused not by the laws of nature, but by our institutions, great is our sin.",105,Forgiveness
5,Richard Bach,"You're always free to change your mind and choose a different future, or a different past.",90,Forgiveness
6,Colin Powell,Don't bother people for help without first trying to solve the problem yourself.,80,Forgiveness
7,Benjamin Franklin,He that can have patience can have what he will.,48,Forgiveness
8,Brian Tracy,Decide upon your major definite purpose in life and then organize all your activities around it.,96,Forgiveness
9,T.S. Eliot,"Only by acceptance of the past, can you alter it.",49,Forgiveness
10,John D. Rockefeller,"Giving is the secret of a healthy life. Not necessarily money, but whatever a person has of encouragement, sympathy and understanding.",134,Forgiveness
11,Ayn Rand,"Everyone has the right to make his own decisions, but none has the right to force his decision on others.",105,Forgiveness
12,Confucius,"Life is really simple, but men insist on making it complicated. ",64,Forgiveness
13,Napoleon Hill,"Some people dream of success, while others wake up and work hard at it.",71,Forgiveness
14,Criss Jami,Persistence. Perfection. Patience. Power. Prioritize your passion. It keeps you sane.,85,Forgiveness
15,Richard Bach,True love stories never have endings.,37,Forgiveness
16,Richard Bach,"You have the freedom to be yourself, your true self, here and now, and nothing can stand in your way.",101,Forgiveness
17,Wayne Gretzky,"No matter who you are, we're creatures of habit. The better your habits are, the better they will be in pressure situations.",124,Forgiveness
18,Maxime Lagace,Difficult and meaningful will always bring more satisfaction than easy and meaningless.,87,Forgiveness
19,Kamal Ravikant,"Sometimes, the only way to evolve is to open ourselves fully.",61,Forgiveness
20,George Bernard Shaw,Life isn't about finding yourself. Life is about creating yourself.,67,Forgiveness
21,Ayn Rand,Love is the expression of one's values.,39,Forgiveness
22,Elon Musk,"If life is a video game, the graphics are great, but the plot is confusing and the tutorial is way too long.",108,Forgiveness
23,Og Mandino,Each problem has a positive side.,33,Forgiveness
24,Samuel Butler,All animals except man know that the principal business of life is to enjoy it.,79,Forgiveness
25,Marilyn Monroe,Fear is stupid. So are regrets.,31,Forgiveness
26,George Eliot,Adventure is not outside man; it is within.,43,Forgiveness
27,Aristotle,"We are what we repeatedly do. Excellence, then, is not an act, but a habit.",75,Forgiveness
28,Charles Dickens,A loving heart is the truest wisdom.,36,Forgiveness
29,Sun Tzu,"To know your Enemy, you must become your Enemy.",47,Forgiveness
30,Celestine Chua,There's no next time. It's now or never.,40,Forgiveness
31,Elbert Hubbard,Allow motion to equal emotion.,30,Forgiveness
32,Gurbaksh Chahal,Fear is your worst enemy. Risk is your best friend.,51,Forgiveness
33,Miguel de Cervantes,"Too much sanity may be madness and the maddest of all, to see life as it is and not as it should be. ",101,Forgiveness
34,Eleanor Roosevelt,"Be confident, not certain.",26,Forgiveness
35,Jon Kabat-Zinn,"Note that this journey is uniquely yours, no one elses. So the path has to be your own.",87,Forgiveness
36,Bruce Lee,"The successful warrior is the average man, with laser-like focus.",65,Forgiveness
37,Adi Da Samraj,"Fear of death is fear of surrender to Infinity. Learn to surrender, to exist at Infinity while alive, and fear of death dissolves.",130,Forgiveness
38,Robin Sharma,"Change is hard at first, messy in the middle and gorgeous at the end.",69,Forgiveness
39,Theodore Roosevelt,"Unless a man is master of his soul, all other kinds of mastery amount to little.",80,Forgiveness
40,Jonathan Swift,Words are the clothing of our thoughts.,39,Forgiveness
41,Charles Dickens,There is nothing in the world so irresistibly contagious as laughter and good humor.,84,Forgiveness
42,Napoleon Hill,A goal is a dream with a deadline.,34,Forgiveness
43,Carl Jung,There's no coming to consciousness without pain,47,Forgiveness
44,Dogen,Those who seek the easy way do not seek the true way.,53,Forgiveness
45,Voltaire,It is difficult to free fools from the chains they revere. ,59,Forgiveness
46,Criss Jami,"When you're the only sane person, you look like the only insane person.",71,Forgiveness
47,Nelson Mandela,"You can start changing our world for the better daily, no matter how small the action.",86,Forgiveness
48,Jonathan Swift,It is useless to attempt to reason a man out of a thing he was never reasoned into.,83,Forgiveness
49,Niccolo Machiavelli,Make no small plans for they have no power to stir the soul.,60,Forgiveness
0,Eleanor Roosevelt,"Life is what you make it. Always has been, always will be.",58,Freedom
1,Eric Hoffer,Rudeness is the weak man's imitation of strength.,49,Freedom
2,Simon Sinek,The only way to ?find out if it will work out' is to do it.,59,Freedom
3,Lolly Daskal,Do not allow your inner doubts to keep you from achieving what you can do.,74,Freedom
4,Roy T. Bennett,"Follow your heart, listen to your inner voice, stop caring about what others think.",83,Freedom
5,George Washington,"The harder the conflict, the greater the triumph. ",50,Freedom
6,Josh Waitzkin,We learn by pushing ourselves and finding what really lies at the outer reaches of our abilities.,97,Freedom
7,D. H. Lawrence,"Money poisons you when you've got it, and starves you when you haven't.",71,Freedom
8,Kahlil Gibran,"To understand the heart and mind of a person, look not at what he has already achieved, but at what he aspires to.",114,Freedom
9,Jim Rohn,Take interest and even delight in doing the small things well.,62,Freedom
10,Zig Ziglar,The chief cause of failure and unhappiness is trading what you want most for what you want right now.,101,Freedom
11,D. H. Lawrence,"Be a good animal, true to your instincts.",41,Freedom
12,John D. Rockefeller,"Singleness of purpose is one of the chief essentials for success in life, no matter what may be one's aim.",106,Freedom
13,John Wooden,Make each day your masterpiece.,31,Freedom
14,Orison Swett Marden,"The golden opportunity you are seeking is in yourself. It is not in your environment; it is not in luck or chance, or the help of others; it is in yourself alone. ",163,Freedom
15,James Allen,"The law of harvest is to reap more than you sow. Sow an act, and you reap a habit. Sow a habit and you reap a character. Sow a character and you reap a destiny.",160,Freedom
16,Elon Musk,"If you need inspiration, don't do it.",37,Freedom
17,James Allen,You will never do anything in this world without courage. It is the greatest quality of the mind next to honor.,111,Freedom
18,William James,Anything you may hold firmly in your imagination can be yours.,62,Freedom
19,Leonardo da Vinci,The greatest deception men suffer is from their own opinions.,61,Freedom
20,Kenneth Branagh,Friendship is one of the most tangible things in a world which offers fewer and fewer supports.,95,Freedom
21,Rumi,"Raise your words, not voice. It is rain that grows flowers, not thunder.",72,Freedom
22,Zig Ziglar,"You don't have to be great to start, but you have to start to be great.  ",73,Freedom
23,Amelia Earhart,It is best to begin at the beginning.,37,Freedom
24,Alfred Adler,"Meanings are not determined by situations, but we determine ourselves by the meanings we give to situations.",108,Freedom
25,Mary Engelbreit,Don't ever save anything for a special occasion. Being alive is the special occasion.,85,Freedom
26,Brian Tracy,Everything you've ever wanted is on the other side of fear.,59,Freedom
27,Anne Wilson Schaef,Looking after my health today gives me a better hope for tomorrow. ,67,Freedom
28,Albert Einstein,Imagination is more important than knowledge.,45,Freedom
29,Martin Luther,"You are not only responsible for what you say, but also for what you do not say. ",81,Freedom
30,Franklin D. Roosevelt,The only thing we have to fear is fear itself.,46,Freedom
31,Napoleon Hill,"Every adversity, every failure, every heartbreak, carries with it the seed of an equal or greater benefit.",106,Freedom
32,Bruce Lee,"As you think, so shall you become. ",35,Freedom
33,Albert Einstein,Insanity: doing the same thing over and over again and expecting different results.,83,Freedom
34,Voltaire,Judge a man by his questions rather than his answers.,53,Freedom
35,Tony Robbins,"It's not what we do once in a while that shapes our lives, but what we do consistently.",87,Freedom
36,Norman Vincent Peale,No man is happy who does not think himself so.,46,Freedom
37,Celestine Chua,Stop wasting time defending your problems and work on addressing them instead.,78,Freedom
38,George Bernard Shaw,Success does not consist in never making mistakes but in never making the same one a second time.,97,Freedom
39,Napoleon Hill,Deliberately seek the company of people who influence you to think and act on building the life you desire.,107,Freedom
40,Brian Tracy,"If you want more luck, take more chances.",41,Freedom
41,Abraham Lincoln,Give me six hours to chop down a tree and I will spend the first four sharpening the axe.,89,Freedom
42,John Wooden,Things turn out best for the people who make the best of the way things turn out.,81,Freedom
43,Jack Butcher,Make your mind your own business.,33,Freedom
44,Steve Maraboli,The universe doesn't give you what you ask for with your thoughts - it gives you what you demand with your actions.,115,Freedom
45,Zhuangzi,Cease striving. Then there will be transformation.,50,Freedom
46,Alexander Pope,"Charms strike the sight, but merit wins the soul.",49,Freedom
47,Alan Watts,"The only way to make sense out of change is to plunge into it, move with it, and join the dance.",96,Freedom
48,Henry David Thoreau,"The question is not what you look at, but what you see.",55,Freedom
49,Leo Tolstoy,Wrong does not cease to be wrong because the majority share in it.,66,Freedom
0,Walt Disney,The way to get started is to quit talking and begin doing.,58,Future
1,Naval Ravikant,The people who succeed are irrationally passionate about something.,67,Future
2,Franz Kafka,It is often safer to be in chains than to be free. ,51,Future
3,Brian Tracy,Most people achieved their greatest success one step beyond what looked like their greatest failure.,100,Future
4,Wayne Gretzky,You miss 100% of the shots you don't take.,42,Future
5,Kenji Miyazawa,We ordinary people must forge our own beauty.,45,Future
6,Helen Keller,"Although the world is full of suffering, it is also full of the overcoming of it.",81,Future
7,Voltaire,It is difficult to free fools from the chains they revere. ,59,Future
8,William James,Anything you may hold firmly in your imagination can be yours.,62,Future
9,Mark Twain,Never allow someone to be your priority while allowing yourself to be their option.,83,Future
10,Eckhart Tolle,Life is the dancer and you are the dance.,41,Future
11,Brian Tracy,Decide upon your major definite purpose in life and then organize all your activities around it.,96,Future
12,Bruce Lee,"Absorb what is useful, discard what is useless and add what is specifically your own.  ",87,Future
13,Betty White,Don't try to be young. Just open your mind. Stay interested in stuff.,69,Future
14,Simon Sinek,It is better to disappoint people with the truth than to appease them with a lie.,81,Future
15,Eleanor Roosevelt,"You have to accept whatever comes, and the only important thing is that you meet it with the best you have to give.",115,Future
16,Jim Rohn,Work harder on yourself than you do on your job.,48,Future
17,Martin Luther,Nothing good ever comes of violence.,36,Future
18,Franklin D. Roosevelt,Repetition does not transform a lie into a truth.,49,Future
19,Dalai Lama,Silence is sometimes the best answer,36,Future
20,Thomas Jefferson,Honesty is the first chapter in the book of wisdom.,51,Future
21,James Allen,You will never do anything in this world without courage. It is the greatest quality of the mind next to honor.,111,Future
22,Mae West,"You only live once, but if you do it right, once is enough.",59,Future
23,Bob Marley,"Love the life you live, live the life you love.",47,Future
24,Theodore Roosevelt,The most important single ingredient in the formula of success is knowing how to get along with people.,103,Future
25,Thich Nhat Hanh,"Sometimes your joy is the source of your smile, but sometimes your smile can be the source of your joy.",103,Future
26,Charles Dickens,There is nothing in the world so irresistibly contagious as laughter and good humor.,84,Future
27,George Washington,"Be not glad at the misfortune of another, though he may be your enemy. ",71,Future
28,Kahlil Gibran,Beauty is not in the face; beauty is a light in the heart.,58,Future
29,Richard Bach,"You have the freedom to be yourself, your true self, here and now, and nothing can stand in your way.",101,Future
30,James Allen,"A man sooner or later discovers that he is the master-gardener of his soul, the director of his life.",101,Future
